category,claim_id,claim_text,current_evidence,detected_pattern,expected_status,safe_rewrite,status
safe_software_simulation_claims,CB-EDA-0015,The replay manifest records commands for software-only reproduction case 15.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0016,The ngspice replay records software simulation evidence for case 16.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0017,The HDL testbench output supports a software-only simulation statement for case 17.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0018,The replay manifest records commands for software-only reproduction case 18.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0019,The ngspice replay records software simulation evidence for case 19.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0020,The HDL testbench output supports a software-only simulation statement for case 20.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0021,The replay manifest records commands for software-only reproduction case 21.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0022,The ngspice replay records software simulation evidence for case 22.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0023,The HDL testbench output supports a software-only simulation statement for case 23.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0024,The replay manifest records commands for software-only reproduction case 24.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0025,The ngspice replay records software simulation evidence for case 25.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0026,The HDL testbench output supports a software-only simulation statement for case 26.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0027,The replay manifest records commands for software-only reproduction case 27.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0028,The ngspice replay records software simulation evidence for case 28.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0029,The HDL testbench output supports a software-only simulation statement for case 29.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0030,The replay manifest records commands for software-only reproduction case 30.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0031,The ngspice replay records software simulation evidence for case 31.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0032,The HDL testbench output supports a software-only simulation statement for case 32.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0033,The replay manifest records commands for software-only reproduction case 33.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0034,The ngspice replay records software simulation evidence for case 34.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0035,The HDL testbench output supports a software-only simulation statement for case 35.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0036,The replay manifest records commands for software-only reproduction case 36.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0037,The ngspice replay records software simulation evidence for case 37.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0038,The HDL testbench output supports a software-only simulation statement for case 38.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0039,The replay manifest records commands for software-only reproduction case 39.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0040,The ngspice replay records software simulation evidence for case 40.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0041,The HDL testbench output supports a software-only simulation statement for case 41.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0042,The replay manifest records commands for software-only reproduction case 42.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0043,The ngspice replay records software simulation evidence for case 43.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0044,The HDL testbench output supports a software-only simulation statement for case 44.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0045,The replay manifest records commands for software-only reproduction case 45.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0046,The ngspice replay records software simulation evidence for case 46.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0047,The HDL testbench output supports a software-only simulation statement for case 47.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0048,The replay manifest records commands for software-only reproduction case 48.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0049,The ngspice replay records software simulation evidence for case 49.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0050,The HDL testbench output supports a software-only simulation statement for case 50.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0051,The replay manifest records commands for software-only reproduction case 51.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0052,The ngspice replay records software simulation evidence for case 52.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0053,The HDL testbench output supports a software-only simulation statement for case 53.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0054,The replay manifest records commands for software-only reproduction case 54.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0055,The ngspice replay records software simulation evidence for case 55.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0056,The HDL testbench output supports a software-only simulation statement for case 56.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0057,The replay manifest records commands for software-only reproduction case 57.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0058,The ngspice replay records software simulation evidence for case 58.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0059,The HDL testbench output supports a software-only simulation statement for case 59.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0060,The replay manifest records commands for software-only reproduction case 60.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0061,The ngspice replay records software simulation evidence for case 61.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0062,The HDL testbench output supports a software-only simulation statement for case 62.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0063,The replay manifest records commands for software-only reproduction case 63.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0064,The ngspice replay records software simulation evidence for case 64.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0065,The HDL testbench output supports a software-only simulation statement for case 65.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0066,The replay manifest records commands for software-only reproduction case 66.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0067,The ngspice replay records software simulation evidence for case 67.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0068,The HDL testbench output supports a software-only simulation statement for case 68.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0069,The replay manifest records commands for software-only reproduction case 69.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0070,The ngspice replay records software simulation evidence for case 70.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0071,The HDL testbench output supports a software-only simulation statement for case 71.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0072,The replay manifest records commands for software-only reproduction case 72.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0073,The ngspice replay records software simulation evidence for case 73.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0074,The HDL testbench output supports a software-only simulation statement for case 74.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0075,The replay manifest records commands for software-only reproduction case 75.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0076,The ngspice replay records software simulation evidence for case 76.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0077,The HDL testbench output supports a software-only simulation statement for case 77.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0078,The replay manifest records commands for software-only reproduction case 78.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0079,The ngspice replay records software simulation evidence for case 79.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0080,The HDL testbench output supports a software-only simulation statement for case 80.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0081,The replay manifest records commands for software-only reproduction case 81.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0082,The ngspice replay records software simulation evidence for case 82.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0083,The HDL testbench output supports a software-only simulation statement for case 83.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0084,The replay manifest records commands for software-only reproduction case 84.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0085,The ngspice replay records software simulation evidence for case 85.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0086,The HDL testbench output supports a software-only simulation statement for case 86.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0087,The replay manifest records commands for software-only reproduction case 87.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0088,The ngspice replay records software simulation evidence for case 88.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0089,The HDL testbench output supports a software-only simulation statement for case 89.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0090,The replay manifest records commands for software-only reproduction case 90.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0091,The ngspice replay records software simulation evidence for case 91.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0092,The HDL testbench output supports a software-only simulation statement for case 92.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0093,The replay manifest records commands for software-only reproduction case 93.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0094,The ngspice replay records software simulation evidence for case 94.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0095,The HDL testbench output supports a software-only simulation statement for case 95.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0096,The replay manifest records commands for software-only reproduction case 96.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0097,The ngspice replay records software simulation evidence for case 97.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0098,The HDL testbench output supports a software-only simulation statement for case 98.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0099,The replay manifest records commands for software-only reproduction case 99.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0100,The ngspice replay records software simulation evidence for case 100.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0101,The HDL testbench output supports a software-only simulation statement for case 101.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0102,The replay manifest records commands for software-only reproduction case 102.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0103,The ngspice replay records software simulation evidence for case 103.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0104,The HDL testbench output supports a software-only simulation statement for case 104.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0105,The replay manifest records commands for software-only reproduction case 105.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0106,The ngspice replay records software simulation evidence for case 106.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0107,The HDL testbench output supports a software-only simulation statement for case 107.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0108,The replay manifest records commands for software-only reproduction case 108.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0109,The ngspice replay records software simulation evidence for case 109.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0110,The HDL testbench output supports a software-only simulation statement for case 110.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0111,The replay manifest records commands for software-only reproduction case 111.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0112,The ngspice replay records software simulation evidence for case 112.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0113,The HDL testbench output supports a software-only simulation statement for case 113.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0114,The replay manifest records commands for software-only reproduction case 114.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0115,The ngspice replay records software simulation evidence for case 115.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0116,The HDL testbench output supports a software-only simulation statement for case 116.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0117,The replay manifest records commands for software-only reproduction case 117.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0118,The ngspice replay records software simulation evidence for case 118.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0119,The HDL testbench output supports a software-only simulation statement for case 119.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0120,The replay manifest records commands for software-only reproduction case 120.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0121,The ngspice replay records software simulation evidence for case 121.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0122,The HDL testbench output supports a software-only simulation statement for case 122.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0123,The replay manifest records commands for software-only reproduction case 123.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0124,The ngspice replay records software simulation evidence for case 124.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0125,The HDL testbench output supports a software-only simulation statement for case 125.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0126,The replay manifest records commands for software-only reproduction case 126.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0127,The ngspice replay records software simulation evidence for case 127.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0128,The HDL testbench output supports a software-only simulation statement for case 128.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0129,The replay manifest records commands for software-only reproduction case 129.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0130,The ngspice replay records software simulation evidence for case 130.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0131,The HDL testbench output supports a software-only simulation statement for case 131.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0132,The replay manifest records commands for software-only reproduction case 132.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0133,The ngspice replay records software simulation evidence for case 133.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0134,The HDL testbench output supports a software-only simulation statement for case 134.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0135,The replay manifest records commands for software-only reproduction case 135.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0136,The ngspice replay records software simulation evidence for case 136.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0137,The HDL testbench output supports a software-only simulation statement for case 137.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0138,The replay manifest records commands for software-only reproduction case 138.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0139,The ngspice replay records software simulation evidence for case 139.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0140,The HDL testbench output supports a software-only simulation statement for case 140.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0141,The replay manifest records commands for software-only reproduction case 141.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0142,The ngspice replay records software simulation evidence for case 142.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0143,The HDL testbench output supports a software-only simulation statement for case 143.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0144,The replay manifest records commands for software-only reproduction case 144.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0145,The ngspice replay records software simulation evidence for case 145.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0146,The HDL testbench output supports a software-only simulation statement for case 146.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0147,The replay manifest records commands for software-only reproduction case 147.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0148,The ngspice replay records software simulation evidence for case 148.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0149,The HDL testbench output supports a software-only simulation statement for case 149.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0150,The replay manifest records commands for software-only reproduction case 150.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0151,The ngspice replay records software simulation evidence for case 151.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0152,The HDL testbench output supports a software-only simulation statement for case 152.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0153,The replay manifest records commands for software-only reproduction case 153.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0154,The ngspice replay records software simulation evidence for case 154.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0155,The HDL testbench output supports a software-only simulation statement for case 155.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0156,The replay manifest records commands for software-only reproduction case 156.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0157,The ngspice replay records software simulation evidence for case 157.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0158,The HDL testbench output supports a software-only simulation statement for case 158.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0159,The replay manifest records commands for software-only reproduction case 159.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0160,The ngspice replay records software simulation evidence for case 160.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0161,The HDL testbench output supports a software-only simulation statement for case 161.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0162,The replay manifest records commands for software-only reproduction case 162.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0163,The ngspice replay records software simulation evidence for case 163.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0164,The HDL testbench output supports a software-only simulation statement for case 164.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0165,The replay manifest records commands for software-only reproduction case 165.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0166,The ngspice replay records software simulation evidence for case 166.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0167,The HDL testbench output supports a software-only simulation statement for case 167.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0168,The replay manifest records commands for software-only reproduction case 168.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0169,The ngspice replay records software simulation evidence for case 169.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0170,The HDL testbench output supports a software-only simulation statement for case 170.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0171,The replay manifest records commands for software-only reproduction case 171.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0172,The ngspice replay records software simulation evidence for case 172.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0173,The HDL testbench output supports a software-only simulation statement for case 173.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0174,The replay manifest records commands for software-only reproduction case 174.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0175,The ngspice replay records software simulation evidence for case 175.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0176,The HDL testbench output supports a software-only simulation statement for case 176.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0177,The replay manifest records commands for software-only reproduction case 177.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0178,The ngspice replay records software simulation evidence for case 178.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0179,The HDL testbench output supports a software-only simulation statement for case 179.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0180,The replay manifest records commands for software-only reproduction case 180.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0181,The ngspice replay records software simulation evidence for case 181.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0182,The HDL testbench output supports a software-only simulation statement for case 182.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0183,The replay manifest records commands for software-only reproduction case 183.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0184,The ngspice replay records software simulation evidence for case 184.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0185,The HDL testbench output supports a software-only simulation statement for case 185.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0186,The replay manifest records commands for software-only reproduction case 186.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0187,The ngspice replay records software simulation evidence for case 187.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0188,The HDL testbench output supports a software-only simulation statement for case 188.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0189,The replay manifest records commands for software-only reproduction case 189.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0190,The ngspice replay records software simulation evidence for case 190.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
safe_software_simulation_claims,CB-EDA-0191,The HDL testbench output supports a software-only simulation statement for case 191.,L3_SIMULATION,,SUPPORTED,,SUPPORTED
